 user_code, school_code, school_name, cur_grade, home_class, name, user_id, user_pw, email, phone, gardian_phone, gardian_relation, gender, position_checker, insert_date, update_date
100000214,1000,선유고등학교,2,14,이형태,gra2cla14,gra2cla12314,gra2cla14@school.com,010-2332-6578,null,null,F,0,null,null
100000215,1000,선유고등학교,2,15,이호섭,gra2cla15,gra2cla12315,gra2cla15@school.com,010-2315-6578,null,null,F,0,null,null
100000301,1000,선유고등학교,3,1,임경민,gra3cla1,gra3cla1231,gra3cla1@school.com,010-3315-6578,null,null,F,0,null,null
100000302,1000,선유고등학교,3,2,장은송,gra3cla2,gra3cla1232,gra3cla2@school.com,010-3312-6578,null,null,F,0,null,null
100000303,1000,선유고등학교,3,3,정혜원,gra3cla3,gra3cla1233,gra3cla3@school.com,010-3332-6578,null,null,F,0,null,null
100000304,1000,선유고등학교,3,4,조덕행,gra3cla4,gra3cla1234,gra3cla4@school.com,010-3334-6578,null,null,F,0,null,null
100000305,1000,선유고등학교,3,5,최윤정,gra3cla5,gra3cla1235,gra3cla5@school.com,010-3355-6578,null,null,F,0,null,null
100000306,1000,선유고등학교,3,6,황혜영,gra3cla6,gra3cla1236,gra3cla6@school.com,010-3355-6678,null,null,F,0,null,null
100000307,1000,선유고등학교,3,7,김나영,gra3cla7,gra3cla1237,gra3cla7@school.com,010-7355-6678,null,null,F,0,null,null
100000308,1000,선유고등학교,3,8,김다은,gra3cla8,gra3cla1238,gra3cla8@school.com,010-7855-6678,null,null,F,0,null,null
100000309,1000,선유고등학교,3,9,이정아,gra3cla9,gra3cla1239,gra3cla9@school.com,010-7855-6978,null,null,F,0,null,null
100000310,1000,선유고등학교,3,10,이푸른,gra3cla10,gra3cla12310,gra3cla10@school.com,010-7810-6978,null,null,F,0,null,null
100000311,1000,선유고등학교,3,11,임경배,gra3cla11,gra3cla12311,gra3cla11@school.com,010-7117-6978,null,null,F,0,null,null
100000312,1000,선유고등학교,3,12,정경채,gra3cla12,gra3cla12312,gra3cla12@school.com,010-7117-6978,null,null,F,0,null,null
100000313,1000,선유고등학교,3,13,김변해,gra3cla13,gra3cla12313,gra3cla13@school.com,010-7134-6553,null,null,F,0,null,null
100000314,1000,선유고등학교,3,14,이고은,gra3cla14,gra3cla12314,gra3cla14@school.com,010-7144-6913,null,null,F,0,null,null
100000315,1000,선유고등학교,3,15,김은지,gra3cla15,gra3cla12315,gra3cla15@school.com,010-7144-6553,null,null,F,0,null,null
100018001,1000,선유고등학교,3,1,신수아,cmmt1gz,ml01l6w3,mpt4lu@school.com,010-2020-8464,010-7620-4352,모,F,1,2020-08-07 19:26:32,2020-08-07 19:26:32
100018002,1000,선유고등학교,3,1,김서진,4gquwv5,uysvh05y,lij5be@school.com,010-2311-3782,010-5390-4008,모,F,1,2020-08-07 19:26:32,2020-08-07 19:26:32
100018003,1000,선유고등학교,3,1,조지호,ocqguvd,2ehk7u0q,ndk3iu@school.com,010-5212-6498,010-8202-9690,부,F,1,2020-08-07 19:26:32,2020-08-07 19:26:32
100018004,1000,선유고등학교,3,1,신지호,jq9tesv,hb2zn4np,ivdvmf@school.com,010-3359-9374,010-4835-5136,부,M,1,2020-08-07 19:26:32,2020-08-07 19:26:32
100018005,1000,선유고등학교,3,1,강도윤,qrptjca,4uege3b4,8p09v1@school.com,010-3203-9444,010-7569-4184,부,M,1,2020-08-07 19:26:32,2020-08-07 19:26:32
100018006,1000,선유고등학교,3,1,박수아,8sl30r2,jnn16y6t,7yvuw8@school.com,010-9262-2063,010-8200-3728,부,M,1,2020-08-07 19:26:32,2020-08-07 19:26:32
100018007,1000,선유고등학교,3,1,이준서,ovk9fj1,xjzssdxz,kaju8n@school.com,010-1162-2306,010-1175-6632,모,F,1,2020-08-07 19:26:32,2020-08-07 19:26:32
100018008,1000,선유고등학교,3,1,서서윤,cwr171k,o8qk3wny,c15gr9@school.com,010-8394-5220,010-2033-2988,부,F,1,2020-08-07 19:26:32,2020-08-07 19:26:32
100018009,1000,선유고등학교,3,1,서민준,psonkzg,vv5if6ab,8yjco0@school.com,010-9569-6113,010-2955-9631,모,M,1,2020-08-07 19:26:32,2020-08-07 19:26:32
100018010,1000,선유고등학교,3,1,이채원,kp0koe2,nebqfv09,03k08j@school.com,010-1246-6199,010-1798-6234,모,F,1,2020-08-07 19:27:19,2020-08-07 19:27:19
100018011,1000,선유고등학교,3,1,임하린,x692d4e,qe33cqur,09v561@school.com,010-1644-1681,010-8387-9244,부,M,1,2020-08-07 19:27:19,2020-08-07 19:27:19
100018012,1000,선유고등학교,3,1,윤은서,tiybaz2,c507sg4f,zru9p8@school.com,010-2000-6272,010-2370-9762,모,F,1,2020-08-07 19:27:19,2020-08-07 19:27:19
100018013,1000,선유고등학교,3,1,최지후,fz8t9pg,kpd8436u,a6nr93@school.com,010-4776-7757,010-8353-3412,부,F,1,2020-08-07 19:27:19,2020-08-07 19:27:19
100018014,1000,선유고등학교,3,1,정수아,tzm7ph3,f9z5pcqt,eq8xp8@school.com,010-2928-6529,010-1160-2116,모,M,1,2020-08-07 19:27:19,2020-08-07 19:27:19
100018015,1000,선유고등학교,3,1,서지우,ynu0ksp,rhk3zk7u,z9my7k@school.com,010-5831-3652,010-6315-6990,부,M,1,2020-08-07 19:27:19,2020-08-07 19:27:19
100018016,1000,선유고등학교,3,1,이지민,agzvhrd,uyuo1ivh,erxqzx@school.com,010-4300-4566,010-1307-8253,모,M,1,2020-08-07 19:27:19,2020-08-07 19:27:19
100018017,1000,선유고등학교,3,1,박도현,fbx7zs9,el35ja4z,8rbpal@school.com,010-9184-1706,010-5525-2368,모,F,1,2020-08-07 19:27:19,2020-08-07 19:27:19
100018018,1000,선유고등학교,3,1,서주원,9l1xqvc,hiakdk1l,74g9sm@school.com,010-5551-9955,010-3377-1870,부,M,1,2020-08-07 19:27:20,2020-08-07 19:27:20
100018019,1000,선유고등학교,3,1,오주원,h730l93,2v7m74ha,pi30yc@school.com,010-1115-1999,010-8506-3290,모,M,1,2020-08-07 19:27:20,2020-08-07 19:27:20
100018020,1000,선유고등학교,3,1,신시우,4g6fnzc,9ynmlbwc,0sqk6l@school.com,010-6777-4013,010-7505-6533,부,M,1,2020-08-07 19:27:20,2020-08-07 19:27:20
100018021,1000,선유고등학교,3,1,김은우,gdv45l4,5zntvnfd,x4ebt5@school.com,010-4351-3665,010-3298-9609,부,F,1,2020-08-07 19:27:20,2020-08-07 19:27:20
100018022,1000,선유고등학교,3,1,정예준,cjjpuv3,twpwbhoz,ie56ke@school.com,010-2946-2948,010-9377-4478,모,F,1,2020-08-07 19:27:20,2020-08-07 19:27:20
100018023,1000,선유고등학교,3,1,이예은,7bfub5l,2u9q4t74,2o5mrh@school.com,010-9944-2682,010-3976-8591,부,M,1,2020-08-07 19:27:20,2020-08-07 19:27:20
100018024,1000,선유고등학교,3,1,임지민,r4j12v6,jfmug21v,32js5f@school.com,010-7249-4460,010-4814-2515,부,F,1,2020-08-07 19:27:20,2020-08-07 19:27:20
100018025,1000,선유고등학교,3,1,김서윤,sbuabmo,1wnr1hez,m5bw0k@school.com,010-1770-6161,010-1312-8910,부,F,1,2020-08-07 19:27:20,2020-08-07 19:27:20
100018026,1000,선유고등학교,3,2,신서윤,bkca7i0,b9ebyz9d,8jmb2n@school.com,010-3350-7990,010-3818-2706,부,M,1,2020-08-07 19:27:59,2020-08-07 19:27:59
100018027,1000,선유고등학교,3,2,정은우,6p4xw30,ugbb9luk,4ryht3@school.com,010-7283-3527,010-2598-3850,부,F,1,2020-08-07 19:27:59,2020-08-07 19:27:59
100018028,1000,선유고등학교,3,2,조예준,xv6urii,1x5fh73y,z6gxmn@school.com,010-5886-9702,010-7320-7698,부,M,1,2020-08-07 19:27:59,2020-08-07 19:27:59
100018029,1000,선유고등학교,3,2,서지호,bdnsxui,52pz65pr,9z3znc@school.com,010-1376-6159,010-6763-9221,부,F,1,2020-08-07 19:27:59,2020-08-07 19:27:59
100018030,1000,선유고등학교,3,2,김하준,whc53pm,opf2g8xe,8uyty4@school.com,010-4784-2057,010-1153-8796,모,M,1,2020-08-07 19:27:59,2020-08-07 19:27:59
100018031,1000,선유고등학교,3,2,장준서,5kvkcil,jy7fsu6j,oyqrfy@school.com,010-7708-8868,010-4040-3656,부,M,1,2020-08-07 19:27:59,2020-08-07 19:27:59
100018032,1000,선유고등학교,3,2,임준서,y5vt98c,r5ioksqx,uzlzsv@school.com,010-5365-2853,010-9511-3614,부,F,1,2020-08-07 19:27:59,2020-08-07 19:27:59
100018033,1000,선유고등학교,3,2,정민서,2wpn72t,6lpo1xld,ahiz1z@school.com,010-4385-3930,010-3391-2086,모,M,1,2020-08-07 19:27:59,2020-08-07 19:27:59
100018034,1000,선유고등학교,3,2,윤지윤,69vqakp,c68u2gys,d2hlx0@school.com,010-2090-3050,010-6146-2287,모,M,1,2020-08-07 19:27:59,2020-08-07 19:27:59
100018035,1000,선유고등학교,3,2,한준우,fy1iq90,mhevn13i,8o2ve5@school.com,010-2107-9114,010-2300-7582,부,M,1,2020-08-07 19:27:59,2020-08-07 19:27:59
100018036,1000,선유고등학교,3,2,이은서,oxw0fhq,oh5a3x8i,dkmz12@school.com,010-2805-3520,010-5177-9901,모,M,1,2020-08-07 19:27:59,2020-08-07 19:27:59
100018037,1000,선유고등학교,3,2,박지윤,us9l8nm,01a65t7n,ym4kwv@school.com,010-4790-5484,010-4584-6462,모,M,1,2020-08-07 19:27:59,2020-08-07 19:27:59
100018038,1000,선유고등학교,3,2,임지호,b4uaamd,xk9ta3rp,26k910@school.com,010-4829-4448,010-6267-4985,모,M,1,2020-08-07 19:27:59,2020-08-07 19:27:59
100018039,1000,선유고등학교,3,2,조지후,m112u8i,6jwpdsiq,of795c@school.com,010-4937-2578,010-9101-1139,부,F,1,2020-08-07 19:27:59,2020-08-07 19:27:59
100018040,1000,선유고등학교,3,2,박서준,vgqgr78,mnslq5it,ysrin8@school.com,010-9286-8538,010-9988-2429,모,F,1,2020-08-07 19:27:59,2020-08-07 19:27:59
100018041,1000,선유고등학교,3,2,신주원,8dhsdgr,boq50jb3,x8z7bl@school.com,010-3544-8799,010-8533-1323,부,F,1,2020-08-07 19:27:59,2020-08-07 19:27:59
100018042,1000,선유고등학교,3,2,임서연,mam6kln,ya87a8r0,2fpyoy@school.com,010-2347-3598,010-1501-6990,부,F,1,2020-08-07 19:27:59,2020-08-07 19:27:59
100018043,1000,선유고등학교,3,2,신도현,pq8n2oo,zc2fsmew,xfpeco@school.com,010-2056-7053,010-4137-3031,부,F,1,2020-08-07 19:27:59,2020-08-07 19:27:59
100018044,1000,선유고등학교,3,2,서지호,tg3qzf7,yzhdkx56,1i5xmr@school.com,010-3120-7886,010-7274-3520,부,M,1,2020-08-07 19:27:59,2020-08-07 19:27:59
100018045,1000,선유고등학교,3,2,윤주원,t28osby,yh6a7obt,qt3mrj@school.com,010-5032-2312,010-8971-4893,부,M,1,2020-08-07 19:27:59,2020-08-07 19:27:59
100018046,1000,선유고등학교,3,2,이유준,660xpv9,un0wlkq7,li33in@school.com,010-4638-6028,010-2968-7828,부,M,1,2020-08-07 19:27:59,2020-08-07 19:27:59
100018047,1000,선유고등학교,3,2,장지유,0m1rpsu,7vaa67sn,isi44d@school.com,010-3269-5606,010-5499-6793,부,M,1,2020-08-07 19:27:59,2020-08-07 19:27:59
100018048,1000,선유고등학교,3,2,이하준,l10c5g6,n2aw7srl,ce99bg@school.com,010-9892-5538,010-3875-8800,부,M,1,2020-08-07 19:27:59,2020-08-07 19:27:59
100018049,1000,선유고등학교,3,2,조현준,wn4xqhn,utajwbaw,vrh7j2@school.com,010-7139-7805,010-3397-9205,모,F,1,2020-08-07 19:27:59,2020-08-07 19:27:59
100018050,1000,선유고등학교,3,2,김건우,u10cq72,gou3sjvm,2nz0bn@school.com,010-2697-1751,010-4912-7887,모,F,1,2020-08-07 19:27:59,2020-08-07 19:27:59
100018051,1000,선유고등학교,3,3,장윤서,ra3v9vgx,era96b23,nu7ds9@school.com,010-3010-3759,010-4750-9732,부,M,1,2020-08-07 19:29:03,2020-08-07 19:29:03
100018052,1000,선유고등학교,3,3,신하린,0z4prwti,h8zknw1x,5x3eaf@school.com,010-1888-7507,010-5818-2328,모,M,1,2020-08-07 19:29:03,2020-08-07 19:29:03
100018053,1000,선유고등학교,3,3,김예은,okk59r9p,tbqoatfm,6617j4@school.com,010-5531-4154,010-2301-9648,부,M,1,2020-08-07 19:29:03,2020-08-07 19:29:03
100018054,1000,선유고등학교,3,3,한지우,379nb4gw,4hu9mh90,1l9qig@school.com,010-7668-1446,010-5295-7765,모,M,1,2020-08-07 19:29:03,2020-08-07 19:29:03
100018055,1000,선유고등학교,3,3,장주원,rjdodwn3,8brl90sm,yq7old@school.com,010-1447-2725,010-3768-4741,모,M,1,2020-08-07 19:29:03,2020-08-07 19:29:03
100018056,1000,선유고등학교,3,3,정수아,lpi2pq5x,3a9j6k3k,z2ti5o@school.com,010-4967-8320,010-2603-9742,모,F,1,2020-08-07 19:29:03,2020-08-07 19:29:03
100018057,1000,선유고등학교,3,3,강하은,0ale8i20,uodjl50s,tjtf87@school.com,010-3140-7613,010-4928-6313,모,F,1,2020-08-07 19:29:03,2020-08-07 19:29:03
100018058,1000,선유고등학교,3,3,신지민,a7td7ogm,j2ymo8re,lke69c@school.com,010-9042-7603,010-9777-8142,부,M,1,2020-08-07 19:29:03,2020-08-07 19:29:03
100018059,1000,선유고등학교,3,3,김은서,j44txpyn,28rmh6qe,dvpe05@school.com,010-6553-7821,010-3799-5375,모,F,1,2020-08-07 19:29:03,2020-08-07 19:29:03
100018060,1000,선유고등학교,3,3,신지호,5h7hj9s2,eyjmt7v9,qbs8mb@school.com,010-8302-6759,010-4741-1635,부,M,1,2020-08-07 19:29:03,2020-08-07 19:29:03
100018061,1000,선유고등학교,3,3,김건우,aux824bb,e26os4gs,vhg6u5@school.com,010-8787-7284,010-2671-9936,모,F,1,2020-08-07 19:29:03,2020-08-07 19:29:03
100018062,1000,선유고등학교,3,3,서서현,0dqs9lyc,2t3lhzqk,ccenal@school.com,010-9754-4451,010-4453-1717,부,M,1,2020-08-07 19:29:03,2020-08-07 19:29:03
100018063,1000,선유고등학교,3,3,정수아,91221s7c,4lmo2eyv,ln11lc@school.com,010-5783-8596,010-2454-5096,부,M,1,2020-08-07 19:29:03,2020-08-07 19:29:03
100018064,1000,선유고등학교,3,3,정도현,u3q3vn5x,5xadljxs,9iqubv@school.com,010-6907-4238,010-8582-8427,부,F,1,2020-08-07 19:29:03,2020-08-07 19:29:03
100018065,1000,선유고등학교,3,3,정주원,m915vl95,yz06905f,hz0chc@school.com,010-6500-1977,010-4087-7604,부,M,1,2020-08-07 19:29:03,2020-08-07 19:29:03
100018066,1000,선유고등학교,3,3,조다은,9qrallm7,izvmurtu,r4om0n@school.com,010-5449-2146,010-7347-5025,부,M,1,2020-08-07 19:29:03,2020-08-07 19:29:03
100018067,1000,선유고등학교,3,3,이서연,ixkx9lw0,9jk4hwnn,suy8b8@school.com,010-4470-8392,010-7328-6617,모,F,1,2020-08-07 19:29:03,2020-08-07 19:29:03
100018068,1000,선유고등학교,3,3,장수빈,fnfn7z5g,df7wkx1p,0hnx52@school.com,010-4223-7025,010-9388-4410,모,F,1,2020-08-07 19:29:03,2020-08-07 19:29:03
100018069,1000,선유고등학교,3,3,최예준,s16sqpcg,zqlo7llu,3spuj3@school.com,010-9807-5771,010-8350-2337,모,M,1,2020-08-07 19:29:03,2020-08-07 19:29:03
100018070,1000,선유고등학교,3,3,최민준,pbkoyf9q,n4r2f3ra,rbkm95@school.com,010-9048-3738,010-3329-4570,부,F,1,2020-08-07 19:29:04,2020-08-07 19:29:04
100018071,1000,선유고등학교,3,3,조준서,k3dlpcl9,x779pglh,ubd0v7@school.com,010-6997-5007,010-8671-9791,부,F,1,2020-08-07 19:29:04,2020-08-07 19:29:04
100018072,1000,선유고등학교,3,3,오수빈,eydprzzc,unb1lmqc,mlzjgx@school.com,010-8022-2537,010-8874-5848,부,F,1,2020-08-07 19:29:04,2020-08-07 19:29:04
100018073,1000,선유고등학교,3,3,윤은서,1fxfrnst,8zmf56kx,0zpb71@school.com,010-8209-2445,010-5729-3912,모,M,1,2020-08-07 19:29:04,2020-08-07 19:29:04
100018074,1000,선유고등학교,3,3,김지훈,zm43p0rs,29ngir1g,demter@school.com,010-8066-9119,010-2230-5082,부,M,1,2020-08-07 19:29:04,2020-08-07 19:29:04
100018075,1000,선유고등학교,3,3,박하윤,djn0870j,mwcbcxzi,mtxhd2@school.com,010-9678-8897,010-8764-6483,부,F,1,2020-08-07 19:29:04,2020-08-07 19:29:04
100018076,1000,선유고등학교,3,4,윤서준,e5e1wib5,ndbdmv0p,zx5q9l@school.com,010-7065-9425,010-3262-6686,부,F,1,2020-08-07 19:29:36,2020-08-07 19:29:36
100018077,1000,선유고등학교,3,4,강선우,phyilwtu,5hvoh9gd,1l9050@school.com,010-5186-6362,010-3397-1715,모,F,1,2020-08-07 19:29:36,2020-08-07 19:29:36
100018078,1000,선유고등학교,3,4,김다은,l6m3q434,wnmatmyq,woxckv@school.com,010-9375-7288,010-8959-9555,모,F,1,2020-08-07 19:29:36,2020-08-07 19:29:36
100018079,1000,선유고등학교,3,4,조채원,ozs2o384,jhixvy8w,12qa00@school.com,010-8279-6647,010-3551-8559,모,F,1,2020-08-07 19:29:36,2020-08-07 19:29:36
100018080,1000,선유고등학교,3,4,임하린,bgqqw32r,jwbdq95q,fj5lpb@school.com,010-2300-6891,010-8155-6467,모,M,1,2020-08-07 19:29:36,2020-08-07 19:29:36
100018081,1000,선유고등학교,3,4,최건우,8i4khue4,a4prvekc,d5kdlw@school.com,010-8557-6552,010-2644-3453,부,M,1,2020-08-07 19:29:36,2020-08-07 19:29:36
100018082,1000,선유고등학교,3,4,박유준,xxco04ca,x0e79e18,2tayp7@school.com,010-9851-8024,010-5530-3420,부,M,1,2020-08-07 19:29:36,2020-08-07 19:29:36
100018083,1000,선유고등학교,3,4,서서연,2x3e1pvo,qgiyzrm4,94u8o8@school.com,010-4209-1846,010-9246-6730,부,M,1,2020-08-07 19:29:37,2020-08-07 19:29:37
100018084,1000,선유고등학교,3,4,박은우,vh3b63dy,mowsayrq,wz8ixu@school.com,010-6942-9351,010-1423-6114,부,F,1,2020-08-07 19:29:37,2020-08-07 19:29:37
100018085,1000,선유고등학교,3,4,오서진,qmtnmqqa,lzs803cg,xxlgne@school.com,010-3763-8705,010-2782-2979,부,M,1,2020-08-07 19:29:37,2020-08-07 19:29:37
100018086,1000,선유고등학교,3,4,이윤서,z3ztoaqu,7p71h75z,yugvqu@school.com,010-7156-6058,010-3817-8239,모,M,1,2020-08-07 19:29:37,2020-08-07 19:29:37
100018087,1000,선유고등학교,3,4,오서진,pgcl1ig5,0a5wbvn5,bb89as@school.com,010-4318-8374,010-9785-5610,모,F,1,2020-08-07 19:29:37,2020-08-07 19:29:37
100018088,1000,선유고등학교,3,4,윤서준,3gv9804y,kn04aywx,qyb1pz@school.com,010-1368-2911,010-4512-7190,모,F,1,2020-08-07 19:29:37,2020-08-07 19:29:37
100018089,1000,선유고등학교,3,4,서지안,12z2503j,ycmjwkt3,6cds60@school.com,010-9657-5853,010-2569-7765,부,M,1,2020-08-07 19:29:37,2020-08-07 19:29:37
100018090,1000,선유고등학교,3,4,신우진,qji4groa,guko4822,zh9bk3@school.com,010-1410-4984,010-9790-1149,부,F,1,2020-08-07 19:29:37,2020-08-07 19:29:37
100018091,1000,선유고등학교,3,4,윤서현,qxvl7vcm,87lqyucv,871s5u@school.com,010-5793-6002,010-5027-5711,부,M,1,2020-08-07 19:29:37,2020-08-07 19:29:37
100018092,1000,선유고등학교,3,4,임지후,fk1r8c2b,s3z1jhub,go8peo@school.com,010-9645-3876,010-4788-3666,부,F,1,2020-08-07 19:29:37,2020-08-07 19:29:37
100018093,1000,선유고등학교,3,4,강서진,k28lk98p,gant9614,5jg995@school.com,010-9232-5988,010-1475-7541,모,M,1,2020-08-07 19:29:37,2020-08-07 19:29:37
100018094,1000,선유고등학교,3,4,장지윤,rhj431es,nf16c7s4,cxnado@school.com,010-4216-6098,010-8533-7453,모,M,1,2020-08-07 19:29:37,2020-08-07 19:29:37
100018095,1000,선유고등학교,3,4,윤지우,nvb833pu,91xxcs1r,dne1xv@school.com,010-3306-7413,010-2141-4425,부,F,1,2020-08-07 19:29:37,2020-08-07 19:29:37
100018096,1000,선유고등학교,3,4,오서윤,fy3r2dhl,jvmpxs6k,tm32yn@school.com,010-5266-1469,010-5539-9080,모,M,1,2020-08-07 19:29:37,2020-08-07 19:29:37
100018097,1000,선유고등학교,3,4,김현우,3mloqen9,jzhsf62l,aer6ry@school.com,010-6733-9306,010-7876-8342,부,M,1,2020-08-07 19:29:37,2020-08-07 19:29:37
100018098,1000,선유고등학교,3,4,김다은,gjnmlaee,4nc1zbrw,il68dl@school.com,010-5240-2649,010-4251-4059,모,F,1,2020-08-07 19:29:37,2020-08-07 19:29:37
100018099,1000,선유고등학교,3,4,한준우,h1f8r32x,jp58uzj7,efe9sp@school.com,010-5313-7546,010-9925-4670,모,F,1,2020-08-07 19:29:37,2020-08-07 19:29:37
100018100,1000,선유고등학교,3,4,오은서,6qdltpko,5mgvk3z9,vfnrhz@school.com,010-2383-2342,010-3475-8449,모,F,1,2020-08-07 19:29:57,2020-08-07 19:29:57
100018101,1000,선유고등학교,3,5,정지호,s6hjhrf8,uh5wiuss,bp56wb@school.com,010-7384-8935,010-6929-3601,모,M,1,2020-08-07 19:30:31,2020-08-07 19:30:31
100018102,1000,선유고등학교,3,5,오서연,8mnqozz3,ckkjr797,f71s4s@school.com,010-8420-3988,010-4776-1777,모,F,1,2020-08-07 19:30:31,2020-08-07 19:30:31
100018103,1000,선유고등학교,3,5,윤민준,3pscaa4w,6g3xqn8y,lzyo6p@school.com,010-5295-5268,010-2897-8685,부,M,1,2020-08-07 19:30:31,2020-08-07 19:30:31
100018104,1000,선유고등학교,3,5,한채원,ep1rewed,1pzm1830,hda9fx@school.com,010-5858-5179,010-1975-4128,부,M,1,2020-08-07 19:30:31,2020-08-07 19:30:31
100018105,1000,선유고등학교,3,5,서민서,umds62yt,8xjzwlvp,28e94h@school.com,010-1371-1200,010-3363-6460,부,M,1,2020-08-07 19:30:31,2020-08-07 19:30:31
100018106,1000,선유고등학교,3,5,조하은,8s53re96,jm66zid0,hsj6ts@school.com,010-5605-3415,010-2637-7112,부,M,1,2020-08-07 19:30:31,2020-08-07 19:30:31
100018107,1000,선유고등학교,3,5,윤지호,lk6n043b,xfetmcrr,d1aodd@school.com,010-4591-6669,010-8966-8356,모,M,1,2020-08-07 19:30:31,2020-08-07 19:30:31
100018108,1000,선유고등학교,3,5,강현준,xkqhb41a,n80q3e6a,gekzus@school.com,010-1281-8810,010-2657-3589,모,M,1,2020-08-07 19:30:31,2020-08-07 19:30:31
100018109,1000,선유고등학교,3,5,신하윤,vnal6o03,3g5gnxkk,tjk1x8@school.com,010-7583-4683,010-9781-9391,모,M,1,2020-08-07 19:30:31,2020-08-07 19:30:31
100018110,1000,선유고등학교,3,5,최서연,6sl6eemn,5fbnzve9,i8btgq@school.com,010-1182-1737,010-5238-9988,모,F,1,2020-08-07 19:30:31,2020-08-07 19:30:31
